"Region Name (GO)","ONS LACode","ONS LA Name","CP","S Ref E","S Ref N","Road","A-Junction","A Ref E","A Ref N","B-Junction","B Ref E","B Ref N","RCat","iDir","Year","dCount","Hour","PC","2WMV","CAR","BUS","LGV","HGVR2","HGVR3","HGVR4","HGVA3","HGVA5","HGVA6","HGV","AMV"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","E","2000","2000-05-03 00:00:00","17","0","10","1628","11","138","45","5","1","33","146","9","239","2026"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","E","2000","2000-05-03 00:00:00","18","0","7","1459","5","85","48","5","4","19","138","2","216","1772"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","W","2000","2000-05-03 00:00:00","7","0","4","1664","2","288","100","11","11","35","88","72","317","2275"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","W","2000","2000-05-03 00:00:00","8","0","0","1870","7","197","104","14","16","25","86","45","290","2364"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","W","2000","2000-05-03 00:00:00","9","0","0","1249","9","153","92","17","18","44","91","60","322","1733"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","W","2000","2000-05-03 00:00:00","10","0","0","1199","13","145","71","17","22","27","90","34","261","1618"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","W","2000","2000-05-03 00:00:00","11","0","0","651","17","217","86","27","28","26","139","45","351","1236"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","W","2000","2000-05-03 00:00:00","12","0","0","763","10","227","113","18","22","34","149","33","369","1369"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","W","2000","2000-05-03 00:00:00","13","0","0","1097","18","257","91","16","22","33","120","33","315","1687"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","W","2000","2000-05-03 00:00:00","14","0","0","1195","15","274","111","18","21","20","87","39","296","1780"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","W","2000","2000-05-03 00:00:00","15","0","0","1317","8","265","122","11","11","40","118","49","351","1941"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","W","2000","2000-05-03 00:00:00","16","0","0","1736","10","386","99","9","10","21","96","57","292","2424"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","W","2000","2000-05-03 00:00:00","17","0","0","2149","12","306","67","10","2","27","81","54","241","2708"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","W","2000","2000-05-03 00:00:00","18","0","0","2063","13","203","46","5","2","22","55","37","167","2446"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","E","2001","2001-03-30 00:00:00","7","0","7","1881","8","336","122","14","10","33","97","50","326","2558"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","E","2001","2001-03-30 00:00:00","8","0","13","1854","3","226","97","8","22","25","90","51","293","2389"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","E","2001","2001-03-30 00:00:00","9","0","6","976","32","220","118","17","25","21","118","46","345","1579"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","E","2001","2001-03-30 00:00:00","10","0","4","640","47","175","80","21","32","22","132","34","321","1187"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","E","2001","2001-03-30 00:00:00","11","0","4","1417","19","200","113","20","13","26","115","48","335","1975"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","E","2001","2001-03-30 00:00:00","12","0","6","1504","31","182","112","12","12","39","107","44","326","2049"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","E","2001","2001-03-30 00:00:00","13","0","6","1866","12","210","90","9","19","25","98","55","296","2390"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","E","2001","2001-03-30 00:00:00","14","0","10","1765","14","228","106","15","22","29","102","46","320","2337"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","E","2001","2001-03-30 00:00:00","15","0","12","1240","10","101","53","20","5","29","99","8","214","1577"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","E","2001","2001-03-30 00:00:00","16","0","6","1536","14","103","58","15","7","24","117","3","224","1883"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","E","2001","2001-03-30 00:00:00","17","0","10","2379","23","148","52","4","1","18","61","39","175","2735"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","E","2001","2001-03-30 00:00:00","18","0","9","1962","15","94","41","1","1","24","76","18","161","2241"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","W","2001","2001-03-30 00:00:00","7","0","5","1578","2","233","114","22","5","20","115","38","314","2132"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","W","2001","2001-03-30 00:00:00","8","0","11","1622","4","185","80","8","20","22","93","65","288","2110"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","W","2001","2001-03-30 00:00:00","9","1","4","1323","9","141","80","8","21","28","89","57","283","1760"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","W","2001","2001-03-30 00:00:00","10","0","6","1618","16","206","89","13","11","22","86","38","259","2105"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","W","2001","2001-03-30 00:00:00","11","0","6","1701","4","218","110","13","19","29","93","38","302","2231"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","W","2001","2001-03-30 00:00:00","12","0","9","1244","31","167","78","16","12","20","93","22","241","1692"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","W","2001","2001-03-30 00:00:00","13","0","11","1682","16","176","107","19","8","31","133","22","320","2205"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","W","2001","2001-03-30 00:00:00","14","0","10","2248","38","334","108","16","13","42","71","37","287","2917"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","W","2001","2001-03-30 00:00:00","15","0","14","2730","21","477","119","12","11","27","80","49","298","3540"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","W","2001","2001-03-30 00:00:00","16","0","15","3126","7","443","111","11","22","22","79","33","278","3869"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","W","2001","2001-03-30 00:00:00","17","0","13","3134","15","336","67","8","11","28","71","25","210","3708"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","W","2001","2001-03-30 00:00:00","18","1","2","2453","7","119","47","10","4","19","75","22","177","2758"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","E","2002","2002-03-19 00:00:00","7","0","2","2245","13","454","159","54","63","33","99","68","476","3190"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","E","2002","2002-03-19 00:00:00","8","0","6","1996","14","379","117","34","12","34","121","46","364","2759"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","E","2002","2002-03-19 00:00:00","9","0","5","1559","19","304","107","32","24","29","120","56","368","2255"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","E","2002","2002-03-19 00:00:00","10","0","2","1060","14","198","80","20","18","28","131","76","353","1627"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","E","2002","2002-03-19 00:00:00","11","0","4","1119","12","208","96","18","19","30","136","74","373","1716"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","E","2002","2002-03-19 00:00:00","12","0","0","1125","18","156","111","22","43","33","142","46","397","1696"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","E","2002","2002-03-19 00:00:00","13","0","8","1092","12","200","102","23","47","28","130","53","383","1695"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","E","2002","2002-03-19 00:00:00","14","0","4","1118","16","178","88","10","17","30","134","29","308","1624"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","E","2002","2002-03-19 00:00:00","15","0","7","1245","21","235","74","11","22","31","156","46","340","1848"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","E","2002","2002-03-19 00:00:00","16","0","14","1748","20","238","85","11","8","17","127","62","310","2330"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","E","2002","2002-03-19 00:00:00","17","0","6","1880","15","176","55","3","4","12","106","72","252","2329"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","E","2002","2002-03-19 00:00:00","18","2","18","1407","4","94","38","7","12","21","99","22","199","1722"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","W","2002","2002-03-19 00:00:00","7","0","11","1944","5","274","116","20","13","18","114","69","350","2584"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","W","2002","2002-03-19 00:00:00","8","0","6","1859","2","182","74","13","21","18","74","75","275","2324"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","W","2002","2002-03-19 00:00:00","9","0","2","1606","20","183","89","21","36","19","99","49","313","2124"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","W","2002","2002-03-19 00:00:00","10","0","7","1227","11","182","107","22","30","17","112","32","320","1747"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","W","2002","2002-03-19 00:00:00","11","0","1","1100","8","189","92","21","10","27","112","87","349","1647"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","W","2002","2002-03-19 00:00:00","12","0","7","1178","8","204","88","11","30","30","117","61","337","1734"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","W","2002","2002-03-19 00:00:00","13","0","4","1158","7","212","113","13","19","38","93","49","325","1706"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","W","2002","2002-03-19 00:00:00","14","0","4","1386","13","239","113","17","20","38","101","53","342","1984"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","W","2002","2002-03-19 00:00:00","15","0","4","1450","12","342","115","16","32","25","124","51","363","2171"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","W","2002","2002-03-19 00:00:00","16","0","4","1891","15","332","86","11","24","33","126","20","300","2542"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","W","2002","2002-03-19 00:00:00","17","0","4","2468","9","309","63","4","3","26","73","43","212","3002"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","W","2002","2002-03-19 00:00:00","18","0","4","2023","10","159","41","3","0","22","88","12","166","2362"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","E","2003","2003-06-18 00:00:00","7","0","6","2394","5","368","107","115","54","57","49","19","401","3174"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","E","2003","2003-06-18 00:00:00","8","0","18","2507","14","322","42","52","15","49","79","43","280","3141"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","E","2003","2003-06-18 00:00:00","9","0","8","1814","38","264","95","8","20","33","100","64","320","2444"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","E","2003","2003-06-18 00:00:00","10","0","1","1342","19","170","97","33","23","31","98","79","361","1893"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","E","2003","2003-06-18 00:00:00","11","0","17","982","14","111","81","14","31","52","107","79","364","1488"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","E","2003","2003-06-18 00:00:00","12","0","8","1208","9","203","86","12","16","36","109","73","332","1760"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","E","2003","2003-06-18 00:00:00","13","0","6","1359","5","184","77","16","25","13","77","110","318","1872"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","E","2003","2003-06-18 00:00:00","14","0","2","1335","12","179","56","9","14","5","60","103","247","1775"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","E","2003","2003-06-18 00:00:00","15","0","5","1686","10","202","90","5","22","13","85","85","300","2203"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","E","2003","2003-06-18 00:00:00","16","1","8","1812","14","222","59","8","5","21","80","108","281","2337"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","E","2003","2003-06-18 00:00:00","17","2","11","1895","12","138","43","5","4","20","67","64","203","2259"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","E","2003","2003-06-18 00:00:00","18","0","18","1781","5","116","53","5","0","40","74","65","237","2157"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","W","2003","2003-06-18 00:00:00","7","0","6","1749","2","278","85","13","28","12","66","101","305","2340"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","W","2003","2003-06-18 00:00:00","8","0","2","1729","3","194","75","14","16","29","77","65","276","2204"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","W","2003","2003-06-18 00:00:00","9","0","1","1469","10","213","66","7","11","26","83","54","247","1940"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","W","2003","2003-06-18 00:00:00","10","0","2","1395","18","192","75","15","13","27","68","64","262","1869"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","W","2003","2003-06-18 00:00:00","11","0","8","1267","8","216","83","21","13","25","75","82","299","1798"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","W","2003","2003-06-18 00:00:00","12","0","5","1287","9","208","85","11","17","25","52","82","272","1781"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","W","2003","2003-06-18 00:00:00","13","0","1","1269","13","236","116","9","21","10","75","61","292","1811"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","W","2003","2003-06-18 00:00:00","14","0","5","1232","9","306","102","15","14","34","86","69","320","1872"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","W","2003","2003-06-18 00:00:00","15","0","2","1670","8","305","89","20","14","26","74","74","297","2282"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","W","2003","2003-06-18 00:00:00","16","0","1","1951","18","305","86","13","9","32","71","70","281","2556"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","W","2003","2003-06-18 00:00:00","17","1","15","2477","6","274","55","5","5","24","72","54","215","2987"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","W","2003","2003-06-18 00:00:00","18","0","8","2126","4","151","47","5","1","15","52","47","167","2456"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","E","2004","2004-05-11 00:00:00","7","0","8","2244","8","450","42","22","41","19","72","98","294","3004"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","E","2004","2004-05-11 00:00:00","8","0","11","2577","17","397","88","12","21","18","94","52","285","3287"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","E","2004","2004-05-11 00:00:00","9","0","4","1622","10","235","99","12","23","17","108","61","320","2191"
"South West","E06000054","Wiltshire","6016","389200","179080","M4","LA Boundary","381800","180030","17","391646","179560","TM","E","2004","2004-05-11 00:00:00","10","0","4","1233","12","171","77","15","14","32","128","82","348","1768"
